time_sec,x,y,theta_deg,left_dist,right_dist,front_dist
39.168,0.6306,-0.1209,370.9,73.2,67.1,73.1
39.2,0.6329,-0.1203,374.8,71.0,63.7,67.0
39.232,0.6351,-0.1199,370.9,74.4,63.0,68.2
39.264,0.6374,-0.1193,374.8,65.0,67.6,68.8
39.296,0.6396,-0.1186,378.69,64.5,68.6,66.3
39.328,0.6417,-0.1177,382.59,64.6,67.5,66.1
39.36,0.6438,-0.1166,386.49,65.5,62.8,67.3
39.392,0.6458,-0.1155,390.39,65.3,69.1,65.6
39.424,0.6477,-0.1142,394.28,71.0,67.2,64.1
39.456,0.6496,-0.113,390.52,216.6,68.7,66.7
39.488,0.6532,-0.1109,390.52,199.5,68.4,67.2
39.52,0.6567,-0.1089,390.39,191.0,71.2,73.2
39.552,0.6602,-0.1068,390.39,189.5,69.8,62.5
39.584,0.6638,-0.1047,390.39,195.4,60.7,64.6
39.616,0.6673,-0.1026,390.39,190.1,70.3,64.8
39.648,0.6709,-0.1005,390.39,187.4,62.4,70.6
39.68,0.6744,-0.0985,390.39,178.7,65.3,66.8
39.712,0.678,-0.0964,390.39,172.9,73.5,66.5
39.744,0.6816,-0.0943,390.39,172.7,65.2,64.3
39.776,0.6851,-0.0922,390.52,170.6,68.8,62.8
39.808,0.6885,-0.0902,390.39,161.6,76.5,68.4
39.84,0.6921,-0.0881,390.39,165.1,68.7,69.8
39.872,0.6957,-0.086,390.39,148.6,65.3,73.2
39.904,0.6992,-0.0839,390.39,144.0,64.2,64.1
39.936,0.7028,-0.0818,390.39,159.7,65.4,67.4
39.968,0.7063,-0.0798,390.39,145.2,66.7,64.2
40.0,0.7099,-0.0777,390.39,163.2,66.3,69.8
40.032,0.7134,-0.0756,390.39,147.9,64.5,64.4
40.064,0.7169,-0.0735,390.52,144.6,70.5,67.8
40.096,0.7205,-0.0714,390.52,136.9,66.2,68.5
40.128,0.724,-0.0694,390.39,144.9,62.3,66.4
40.16,0.7275,-0.0673,390.39,136.4,65.8,65.4
40.192,0.7311,-0.0652,390.39,136.2,63.6,64.7
40.224,0.7346,-0.0631,390.39,140.6,63.7,61.9
40.256,0.7382,-0.0611,390.39,124.6,63.9,70.4
40.288,0.7417,-0.059,390.39,133.0,65.7,62.1
40.32,0.7453,-0.0569,390.39,126.2,65.0,65.4
40.352,0.7488,-0.0548,390.52,126.9,65.5,66.5
40.384,0.7523,-0.0527,390.52,130.5,70.3,68.4
40.416,0.7558,-0.0507,390.39,123.2,65.5,68.2
40.448,0.7594,-0.0486,390.39,113.3,70.6,70.9
40.48,0.7629,-0.0465,390.39,114.9,66.6,68.6
40.512,0.7665,-0.0444,390.39,123.7,72.9,69.6
40.544,0.77,-0.0424,390.39,124.8,64.1,64.7
40.576,0.7736,-0.0403,390.39,125.6,70.8,65.9
40.608,0.7772,-0.0382,390.39,111.4,70.5,64.8
40.64,0.7807,-0.0361,390.39,111.2,59.9,66.9
40.672,0.7842,-0.034,390.52,107.0,61.8,67.7
40.704,0.7877,-0.032,390.39,119.4,67.6,71.0
40.736,0.7913,-0.0299,390.39,113.7,70.1,65.7
40.768,0.7948,-0.0278,390.39,101.0,67.9,70.6
40.8,0.7984,-0.0257,390.39,109.6,72.2,66.8
40.832,0.8019,-0.0237,390.39,107.9,67.8,65.5
40.864,0.8055,-0.0216,390.39,114.0,64.5,85.3
40.896,0.8054,-0.0216,381.62,102.1,71.0,116.6
40.928,0.8054,-0.0216,372.71,87.2,66.5,96.5
40.96,0.8055,-0.0216,363.94,75.7,72.2,92.0
40.992,0.8055,-0.0216,355.03,70.8,71.2,76.3
41.024,0.8078,-0.0219,351.14,61.9,69.2,61.2
41.056,0.81,-0.0225,347.24,67.6,70.9,70.2
41.088,0.8122,-0.0231,343.48,73.4,70.9,63.8
41.12,0.8144,-0.0239,339.59,68.0,66.5,70.3
41.152,0.8165,-0.0249,335.69,66.6,66.7,75.3
41.184,0.8185,-0.026,331.79,68.7,72.5,83.7
41.216,0.8185,-0.026,322.89,71.2,68.4,81.0
41.248,0.8185,-0.026,313.98,70.8,68.2,77.1
41.28,0.82,-0.0277,310.08,64.9,64.0,70.3
41.312,0.8214,-0.0296,306.18,70.1,64.4,78.5
41.344,0.8226,-0.0315,302.43,65.1,68.6,77.7
41.376,0.8237,-0.0335,298.53,62.0,68.8,70.5
41.408,0.8246,-0.0356,294.63,67.0,67.3,63.7
41.44,0.8255,-0.0378,290.74,66.3,68.4,68.5
41.472,0.8261,-0.04,286.84,72.6,63.5,66.3
41.504,0.8267,-0.0423,282.94,64.0,63.5,68.9
41.536,0.827,-0.0446,279.05,68.7,70.0,72.2
41.568,0.8272,-0.0469,275.15,69.0,64.6,84.2
41.6,0.8272,-0.0468,266.38,95.8,68.6,65.4
41.632,0.8269,-0.0491,262.48,106.0,68.4,75.3
41.664,0.8265,-0.0514,258.59,109.2,66.2,65.3
41.696,0.8259,-0.0536,254.69,112.5,66.0,65.5
41.728,0.8251,-0.0558,250.79,119.8,69.2,70.0
41.76,0.8242,-0.0579,246.9,110.7,73.0,66.9
41.792,0.8231,-0.06,243.0,105.2,65.1,70.3
41.824,0.8219,-0.062,239.1,112.0,70.8,68.9
41.856,0.8207,-0.0638,235.34,116.0,72.5,65.2
41.888,0.8192,-0.0657,231.45,128.4,70.2,62.4
41.92,0.8177,-0.0674,227.55,147.4,64.7,71.1
41.952,0.816,-0.069,223.65,137.1,69.1,70.6
41.984,0.8142,-0.0705,219.76,145.3,63.4,66.6
42.016,0.8123,-0.0718,215.86,146.6,65.0,65.1
42.048,0.8104,-0.073,211.96,144.4,65.0,65.9
42.08,0.8083,-0.0741,208.07,140.2,62.3,64.5
42.112,0.8063,-0.0751,204.31,154.4,67.8,68.4
42.144,0.8041,-0.0759,200.41,168.7,70.2,63.0
42.176,0.8019,-0.0765,196.51,191.1,70.0,69.7
42.208,0.7996,-0.077,192.62,169.0,65.0,63.6
42.24,0.7973,-0.0774,188.72,183.7,68.6,65.4
42.272,0.795,-0.0776,184.82,178.8,67.7,65.8
42.304,0.7927,-0.0776,180.93,184.1,63.5,67.0
42.336,0.7904,-0.0775,177.03,186.3,66.2,70.8
42.368,0.7881,-0.0772,173.13,190.3,73.4,67.3
42.4,0.7859,-0.0768,169.38,203.6,69.9,68.2
42.432,0.7836,-0.0762,165.48,194.2,63.6,63.0
42.464,0.7814,-0.0755,161.58,206.3,67.4,72.2
42.496,0.7793,-0.0746,157.68,203.9,71.3,69.9
42.528,0.7772,-0.0736,153.79,196.9,65.5,65.4
42.56,0.7752,-0.0724,149.89,208.7,72.0,70.8
42.592,0.7733,-0.0711,145.99,207.2,66.5,66.7
42.624,0.7714,-0.0697,142.1,203.1,72.2,67.8
42.656,0.7697,-0.0682,138.2,208.8,70.7,67.4
42.688,0.7681,-0.0665,134.44,216.9,67.5,68.6
42.72,0.7652,-0.0636,134.44,207.0,66.5,66.9
42.752,0.7624,-0.0607,134.44,196.6,70.1,74.4
42.784,0.7595,-0.0577,134.44,194.3,60.7,62.4
42.816,0.7566,-0.0548,134.44,192.0,65.9,67.5
42.848,0.7537,-0.0518,134.44,176.5,64.5,59.9
42.88,0.7508,-0.0489,134.44,179.7,69.6,66.1
42.912,0.748,-0.046,134.3,173.0,70.5,59.9
42.944,0.7451,-0.0431,134.3,179.0,64.1,63.3
42.976,0.7423,-0.0402,134.44,170.9,67.7,65.3
43.008,0.7394,-0.0372,134.44,156.5,62.7,70.8
43.04,0.7365,-0.0343,134.44,149.3,66.6,69.3
43.072,0.7336,-0.0313,134.44,161.5,71.1,67.7
43.104,0.7307,-0.0284,134.44,156.8,69.7,68.5
43.136,0.7279,-0.0254,134.44,142.0,62.7,61.9
43.168,0.725,-0.0225,134.44,155.2,65.4,64.1
43.2,0.7221,-0.0196,134.44,145.0,61.6,67.6
43.232,0.7193,-0.0167,134.3,148.1,66.2,72.7
43.264,0.7164,-0.0138,134.44,146.4,69.2,71.5
43.296,0.7135,-0.0108,134.44,146.8,65.1,66.6
43.328,0.7106,-0.0079,134.44,143.8,72.0,81.5
43.36,0.7106,-0.0079,125.54,139.3,68.4,98.4
43.392,0.7107,-0.008,116.35,118.8,68.3,101.4
43.424,0.7107,-0.0079,107.72,111.0,65.4,76.8
43.456,0.7094,-0.0041,107.72,92.7,70.0,94.3
43.488,0.7094,-0.004,99.09,67.8,68.0,73.1
43.52,0.7092,-0.0016,95.2,69.6,66.0,70.5
43.552,0.7092,0.0007,91.3,79.6,70.2,70.5
43.584,0.7093,0.003,87.4,73.2,67.3,72.7
43.616,0.7095,0.0053,83.5,65.0,68.6,76.2
43.648,0.7099,0.0075,79.75,68.6,74.1,76.3
43.68,0.7105,0.0098,75.85,71.0,68.7,83.7
43.712,0.7105,0.0098,66.94,65.4,65.8,66.4
43.744,0.7115,0.0118,63.05,63.2,66.5,64.4
43.776,0.7127,0.0138,59.15,68.4,63.2,64.8
43.808,0.7141,0.0157,55.25,66.3,72.4,67.3
43.84,0.7155,0.0175,51.36,66.9,70.4,62.3
43.872,0.7171,0.0192,47.46,62.8,67.6,69.6
43.904,0.7187,0.0208,43.7,68.7,63.9,70.8
43.936,0.7205,0.0223,39.8,66.7,71.5,64.9
43.968,0.7224,0.0236,35.91,64.5,70.1,64.4
44.0,0.7243,0.0249,32.01,69.5,67.0,66.2
44.032,0.7264,0.026,28.11,63.9,68.5,68.3
44.064,0.7285,0.0269,24.22,68.8,63.8,66.6
44.096,0.7307,0.0277,20.32,65.5,62.6,67.4
44.128,0.7329,0.0284,16.42,78.4,63.2,70.1
44.16,0.7351,0.0289,12.66,108.0,70.5,66.1
44.192,0.7374,0.0292,8.77,119.2,66.8,65.2
44.224,0.7397,0.0294,4.87,112.8,68.0,65.6
44.256,0.742,0.0294,0.97,117.8,63.4,64.9
44.288,0.7443,0.0293,-2.92,115.0,73.7,65.7
44.32,0.7466,0.0291,-6.82,114.1,61.7,68.0
44.352,0.7489,0.0286,-10.72,116.1,67.7,58.9
44.384,0.7511,0.028,-14.61,116.3,67.3,65.8
44.416,0.7533,0.0273,-18.51,124.5,66.2,68.0
44.448,0.7554,0.0264,-22.27,146.1,70.1,70.4
44.48,0.7575,0.0254,-26.16,156.6,67.0,66.7
44.512,0.7595,0.0243,-30.06,160.3,68.2,72.8
44.544,0.7614,0.023,-33.96,163.3,65.3,68.1
44.576,0.7632,0.0215,-37.86,148.5,72.2,69.3
44.608,0.765,0.02,-41.75,154.1,73.2,66.5
44.64,0.7666,0.0183,-45.65,157.6,69.3,71.7
44.672,0.7681,0.0166,-49.55,168.2,62.7,68.4
44.704,0.7695,0.0147,-53.44,195.3,65.6,69.5
44.736,0.7707,0.0128,-57.2,199.3,63.9,68.8
44.768,0.7718,0.0108,-61.1,206.1,72.1,69.0
44.8,0.7728,0.0087,-64.99,199.8,72.5,65.4
44.832,0.7736,0.0065,-68.89,202.2,68.2,70.7
44.864,0.7743,0.0043,-72.79,208.3,67.2,68.9
44.896,0.7749,0.0021,-76.69,201.6,69.3,69.3
44.928,0.7752,-0.0002,-80.58,201.2,62.8,72.7
44.96,0.7755,-0.0025,-84.48,211.5,59.4,60.5
44.992,0.7755,-0.0048,-88.24,206.2,67.9,67.6
45.024,0.7754,-0.0071,-92.13,217.5,67.7,65.2
45.056,0.7752,-0.0094,-96.03,217.0,64.3,68.2
45.088,0.7748,-0.0117,-99.93,221.6,67.8,65.9
45.12,0.7742,-0.0139,-103.82,220.3,64.6,66.2
45.152,0.7735,-0.0161,-107.72,219.4,72.9,58.1
45.184,0.7727,-0.0183,-111.62,212.9,68.9,65.6
45.216,0.7717,-0.0204,-115.51,220.9,68.6,66.3
45.248,0.7705,-0.0224,-119.41,205.0,70.5,62.4
45.28,0.7686,-0.0259,-119.27,206.2,68.4,69.5
45.312,0.7665,-0.0295,-119.27,200.1,69.3,68.1
45.344,0.7645,-0.0331,-119.27,181.7,72.3,72.9
45.376,0.7625,-0.0367,-119.27,191.0,70.6,67.4
45.408,0.7605,-0.0403,-119.41,190.6,71.9,70.0
45.44,0.7585,-0.0438,-119.41,177.9,61.0,64.1
45.472,0.7565,-0.0474,-119.41,160.8,69.7,67.1
45.504,0.7545,-0.051,-119.41,165.9,63.8,71.0
45.536,0.7524,-0.0546,-119.41,157.8,65.2,66.4
45.568,0.7505,-0.0581,-119.27,159.7,61.9,69.0
45.6,0.7484,-0.0617,-119.27,145.6,68.0,69.0
45.632,0.7464,-0.0653,-119.27,157.9,69.2,60.1
45.664,0.7444,-0.0689,-119.27,151.5,65.5,64.9
45.696,0.7424,-0.0725,-119.41,151.1,71.1,65.5
45.728,0.7404,-0.076,-119.41,148.5,65.3,64.2
45.76,0.7384,-0.0796,-119.41,141.4,66.2,70.8
45.792,0.7363,-0.0832,-119.41,138.4,68.3,67.8
45.824,0.7343,-0.0868,-119.41,135.3,74.9,65.0
45.856,0.7323,-0.0904,-119.41,137.1,67.7,65.4
45.888,0.7303,-0.0939,-119.27,126.7,60.6,72.5
45.92,0.7283,-0.0975,-119.27,136.2,68.4,67.2
45.952,0.7263,-0.1011,-119.27,125.2,68.1,68.1
45.984,0.7243,-0.1047,-119.27,110.9,73.0,65.2
46.016,0.7223,-0.1083,-119.41,111.4,65.0,71.1
46.048,0.7203,-0.1118,-119.41,112.1,66.9,68.0
46.08,0.7182,-0.1154,-119.41,123.8,70.6,67.4
46.112,0.7162,-0.119,-119.41,112.7,73.2,63.7
46.144,0.7142,-0.1226,-119.41,117.9,63.3,72.9
46.176,0.7122,-0.1261,-119.27,115.4,72.3,72.0
46.208,0.7102,-0.1297,-119.27,111.4,69.3,66.4
46.24,0.7082,-0.1333,-119.27,112.7,65.3,66.3
46.272,0.7062,-0.1369,-119.27,111.6,65.6,67.0
46.304,0.7042,-0.1405,-119.41,118.6,61.8,65.9
46.336,0.7021,-0.144,-119.41,61.3,69.0,66.1
46.368,0.7012,-0.1461,-115.51,69.1,66.9,66.8
46.4,0.7003,-0.1483,-111.62,108.1,70.1,63.4
46.432,0.6988,-0.1521,-111.62,67.4,65.9,67.4
46.464,0.6981,-0.1543,-107.72,70.1,64.8,66.6
46.496,0.6975,-0.1566,-103.82,108.8,63.0,72.4
46.528,0.6965,-0.1606,-103.82,62.3,71.6,65.6
46.56,0.6961,-0.1628,-100.07,96.7,69.9,61.2
46.592,0.6954,-0.1669,-100.07,73.9,64.2,69.5
46.624,0.6952,-0.1692,-96.17,63.0,66.8,64.6
46.656,0.6951,-0.1715,-92.27,72.0,68.9,67.4
46.688,0.6951,-0.1738,-88.38,70.7,69.4,65.4
46.72,0.6954,-0.1761,-84.48,73.1,59.2,66.1
46.752,0.6957,-0.1784,-80.58,65.6,67.2,65.2
46.784,0.6963,-0.1806,-76.69,72.6,68.2,65.8
46.816,0.6969,-0.1828,-72.93,72.3,67.5,64.4
46.848,0.6978,-0.185,-69.03,69.0,71.3,66.3
46.88,0.6987,-0.1871,-65.13,67.6,64.1,77.1
46.912,0.6999,-0.1891,-61.24,61.0,68.4,65.6
46.944,0.7011,-0.191,-57.34,66.5,63.0,64.8
46.976,0.7025,-0.1929,-53.44,71.0,69.3,70.2
47.008,0.704,-0.1947,-49.55,70.3,65.5,70.4
47.04,0.7056,-0.1963,-45.65,66.5,68.2,63.0
47.072,0.7073,-0.1978,-41.89,61.1,64.0,62.5
47.104,0.7091,-0.1992,-38.13,101.6,68.6,72.2
47.136,0.7123,-0.2017,-37.86,70.0,68.4,70.5
47.168,0.7142,-0.203,-33.96,68.1,66.2,68.6
47.2,0.7162,-0.2042,-30.06,66.1,66.6,71.1
47.232,0.7183,-0.2052,-26.16,62.2,61.2,70.2
47.264,0.7205,-0.2061,-22.27,65.2,68.5,64.3
47.296,0.7227,-0.2068,-18.37,65.9,61.3,69.9
47.328,0.7249,-0.2074,-14.47,78.8,63.6,68.0
47.36,0.7271,-0.2078,-10.72,63.9,68.9,68.7
47.392,0.7294,-0.2081,-6.82,68.5,66.9,63.5
47.424,0.7317,-0.2082,-2.92,61.4,65.0,71.1
47.456,0.7341,-0.2082,0.97,73.5,64.6,64.8
47.488,0.7364,-0.208,4.87,67.1,62.8,65.6
47.52,0.7387,-0.2076,8.77,63.4,68.8,68.6
47.552,0.7409,-0.2071,12.66,91.6,68.5,69.2
47.584,0.7449,-0.2062,12.66,70.7,64.6,65.6
47.616,0.7471,-0.2056,16.42,67.4,62.6,66.1
47.648,0.7493,-0.2048,20.32,66.0,64.0,70.6
47.68,0.7514,-0.2038,24.22,67.7,68.9,60.4
47.712,0.7534,-0.2027,28.11,63.6,68.0,70.8
47.744,0.7554,-0.2015,32.01,66.0,69.1,70.3
47.776,0.7573,-0.2001,35.91,83.5,65.6,67.0
47.808,0.7606,-0.1977,35.91,72.5,61.0,65.3
47.84,0.7624,-0.1962,39.8,65.4,65.1,67.3
47.872,0.7641,-0.1946,43.7,63.7,68.9,62.7
47.904,0.7656,-0.193,47.46,64.3,66.0,66.7
47.936,0.767,-0.1912,51.36,64.0,68.4,65.0
47.968,0.7684,-0.1893,55.25,68.2,69.3,60.7
48.0,0.7695,-0.1873,59.15,68.4,65.2,68.5
48.032,0.7706,-0.1852,63.05,79.2,67.1,69.4
48.064,0.7715,-0.1831,66.94,74.3,69.0,70.2
48.096,0.7723,-0.1809,70.84,76.8,74.5,61.4
48.128,0.7729,-0.1787,74.74,67.3,68.3,66.3
48.16,0.7733,-0.1764,78.63,62.9,74.2,66.8
48.192,0.7736,-0.1742,82.39,71.9,63.3,69.1
48.224,0.7738,-0.1718,86.29,68.4,70.8,69.1
48.256,0.7738,-0.1695,90.19,81.6,68.0,63.5
48.288,0.7738,-0.1654,90.19,66.5,66.3,64.0
48.32,0.7736,-0.1631,94.08,69.6,66.4,70.6
48.352,0.7733,-0.1608,97.98,66.6,71.0,69.0
48.384,0.7728,-0.1585,101.88,75.9,67.6,64.9
48.416,0.7722,-0.1563,105.77,68.4,62.3,68.6
48.448,0.7714,-0.1542,109.53,64.5,69.6,69.6
48.48,0.7705,-0.1521,113.43,67.1,73.3,59.6
48.512,0.7694,-0.15,117.32,61.5,61.9,66.2
48.544,0.7682,-0.148,121.22,63.6,69.8,67.2
48.576,0.7669,-0.1461,125.12,77.0,66.8,70.9
48.608,0.7654,-0.1443,129.01,75.4,63.3,62.9
48.64,0.7639,-0.1426,132.91,76.9,64.1,66.5
48.672,0.7622,-0.141,136.81,80.4,68.0,61.0
48.704,0.7592,-0.1383,136.67,71.8,64.2,72.0
48.736,0.7574,-0.1368,140.57,67.2,65.0,63.5
48.768,0.7555,-0.1354,144.46,69.4,65.8,65.6
48.8,0.7536,-0.1342,148.36,67.6,68.3,63.1
48.832,0.7515,-0.1331,152.26,72.5,66.2,65.2
48.864,0.7494,-0.1322,156.15,70.5,69.8,67.5
48.896,0.7472,-0.1314,160.05,71.3,70.6,65.5
48.928,0.745,-0.1308,163.95,68.2,62.9,68.1
48.96,0.7427,-0.1303,167.84,66.9,70.1,67.1
48.992,0.7405,-0.13,171.6,70.6,66.1,65.0
